"","Name","Year_drafted","GP","MIN","PTS","FG_made","FGA","FG_percent","TP_made","TPA","TP_percent","FT_made","FTA","FT_percent","OREB","DREB","REB","AST","STL","BLK","TOV","Yrs","Target"
"451","Aaron McKie",1994,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,13,1
"452","Marvin Williams",2005,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,12,1
"453","A.C. Green",1985,82,18.8,6.4,2.5,4.7,53.9,0,0.1,16.7,1.2,2,61.1,2,2.7,4.6,0.7,0.6,0.6,1.2,16,1
"454","Corliss Williamson",1995,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,12,1
"455","Adam Keefe",1992,82,18.9,6.6,2.3,4.6,50,0,0,0,2,2.9,70,2.1,3.2,5.3,1,0.7,0.2,1.2,9,1
"456","Mark Jackson",1987,82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,17,1
"457","Jeff Malone",1983,81,24.4,12.1,5,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,13,1
"458","Kevin McKenna",1981,36,6.6,1.9,0.8,2.4,32.2,0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,6,1
"459","Hilton Armstrong",2006,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,6,1
"460","Bryon Russell",1993,67,16.7,5,2,4.2,48.4,0,0.3,9.1,0.9,1.5,61.4,0.9,1.8,2.7,0.8,1,0.3,0.8,13,1
"461","Terry Cummings",1982,70,36.2,23.7,9.8,18.7,52.3,0,0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,18,1
"462","Eric Bledsoe",2010,81,22.7,6.7,2.5,6,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,7,1
"463","Micheal Williams",1988,49,7.3,2.6,1,2.6,36.4,0,0.2,22.2,0.6,1,66,0.2,0.4,0.6,1.4,0.3,0.1,0.9,10,1
"464","Mark Bryant",1988,56,14.3,5,2.1,4.4,48.6,0,0,0,0.7,1.2,58,1.2,2,3.2,0.6,0.4,0.1,0.7,15,1
"465","Kawhi Leonard",2011,64,24,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,6,1
"466","Ledell Eackles",1988,80,18.2,11.5,4,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1,2.3,1.5,0.5,0.1,1.6,7,1
"467","Shavlik Randolph",2005,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,8,1
"468","Brandon Roy",2006,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,6,1
"469","Stromile Swift",2000,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,9,1
"470","Andre Miller",1999,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,17,1
"471","Tracy Murray",1992,48,10.3,5.7,2.3,5.4,41.5,0.4,1.5,30,0.7,0.8,87.5,0.8,0.9,1.7,0.2,0.2,0.1,0.7,12,1
"472","Antoine Walker",1996,82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,12,1
"473","Mark Blount",2000,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,9,1
"474","Dwight Howard",2004,82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,13,1
"475","Wayne Ellington",2009,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1,0.3,0.1,1,8,1
"476","Marcus Banks",2003,81,17.1,5.9,2.2,5.5,40,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,8,1
"477","Shandon Anderson",1996,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,10,1
"478","Jay Humphries",1984,80,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,11,1
"479","Jim McIlvaine",1994,55,9.7,1.7,0.6,1.3,47.9,0,0,0,0.5,0.7,68.3,0.7,1.2,1.9,0.2,0.2,1.1,0.3,7,1
"480","JaVale McGee",2008,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,9,1
"481","D.J. Augustin",2008,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.6,9,1
"482","Deron Williams",2005,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,12,1
"483","Brent Price",1992,68,12.6,3.9,1.5,4.1,35.8,0.1,0.7,16.7,0.8,1,79.4,0.4,1.1,1.5,2.3,0.8,0,1.3,9,1
"484","Earl Boykins",1998,22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,13,1
"485","Jayson Williams",1990,52,9.8,3.5,1.4,3.1,44.7,0,0,50,0.7,1.1,66.1,0.8,1.3,2.1,0.3,0.2,0.1,0.8,9,1
"486","Jacque Vaughn",1997,45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,12,1
"487","Lance Thomas",2011,42,15,4,1.4,3,45.2,0,0,0,1.2,1.5,83.9,1.2,1.8,3,0.3,0.2,0.2,0.6,6,1
"488","Jeff Ayres",2009,39,10.4,2.7,1.1,1.7,66.2,0,0,0,0.5,0.5,90,0.6,1.9,2.5,0,0.2,0.4,0.3,6,1
"489","A.J. Price",2009,56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,0.2,1.4,1.6,1.9,0.6,0.1,1.1,6,1
"490","Franklin Edwards",1981,42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,7,1
"491","Elton Brand",1999,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,17,1
"492","John Wallace",1996,68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,7,1
"493","Avery Johnson",1988,43,6.8,1.6,0.7,1.9,34.9,0,0.2,11.1,0.2,0.4,56.3,0.3,0.3,0.6,1.7,0.5,0.1,0.4,16,1
"494","Kenny Thomas",1999,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,11,1
"495","James Harden",2009,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,8,1
"496","Toney Douglas",2009,56,19.4,8.6,3.2,7,45.8,1.2,3.1,38.9,1,1.2,80.9,0.7,1.2,1.9,2,0.8,0.1,1,8,1
"497","Milt Palacio",1999,53,7.4,2,0.8,1.8,43.9,0,0,0,0.4,0.7,59.5,0.3,0.6,1,0.9,0.4,0,0.8,7,1
"498","Mike Woodson",1980,81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,11,1
"499","T.J. Ford",2003,55,26.8,7.1,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,3.2,6.5,1.1,0.1,2.5,8,1
"500","Bob Thornton",1985,71,18.6,4.7,1.8,3.9,45.6,0,0,0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,8,1
"501","Ron Anderson",1984,36,14.4,5.8,2.3,5.4,43.1,0,0.1,50,1.1,1.4,82,1.1,1.4,2.4,0.9,0.3,0.2,0.9,10,1
"502","Rick Mahorn",1980,52,13.4,4.8,2.1,4.2,50.7,0,0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,18,1
"503","Bryant Reeves",1995,77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,6,1
"504","Donald Royal",1989,66,11.3,5.9,1.8,3.9,45.9,0,0,0,2.3,3,77.7,1,1,2.1,0.7,0.5,0.1,1.2,8,1
"505","Bob Hansen",1983,55,7.6,2.7,1.2,2.6,44.8,0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,9,1
"506","Charlie Villanueva",2005,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,11,1
"507","Russell Westbrook",2008,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,9,1
"508","Randy Foye",2006,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,11,1
"509","Joey Graham",2005,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,6,1
"510","P.J. Brown",1993,79,24.7,5.7,2.1,5.1,41.5,0,0.1,16.7,1.5,1.9,75.7,2.4,3.9,6.2,1.2,0.9,1.2,0.9,15,1
"511","Jerry Stackhouse",1995,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,18,1
"512","Steve Johnson",1981,78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,10,1
"513","Wayman Tisdale",1985,81,28.1,14.7,6.4,12.4,51.5,0,0,0,2,2.9,68.4,2.4,4.9,7.2,1,0.4,0.5,2.3,12,1
"514","Brian Shaw",1988,82,28.1,8.6,3.6,8.4,43.3,0,0.2,0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,14,1
"515","Walter McCarty",1996,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,10,1
"516","Dell Curry",1986,67,9.5,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,16,1
"517","Christian Laettner",1992,81,34.9,18.2,6.2,13.1,47.4,0,0.5,10,5.7,6.8,83.5,2.1,6.6,8.7,2.8,1.3,1,3.4,13,1
"518","Marreese Speights",2008,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,9,1
"519","Mitchell Wiggins",1983,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4,2.3,1.3,0.1,1.7,6,1
"520","Jeff Ruland",1981,82,27,14.4,5.1,9.1,56.1,0,0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9,8,1
"521","Vern Fleming",1984,80,31.1,14.1,5.4,11.5,47,0,0.1,0,3.3,4.2,76.7,1.9,2.2,4,3.1,1.2,0.1,2.5,12,1
"522","Reggie Evans",2002,67,20.4,3.2,1,2.1,47.1,0,0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,13,1
"523","Lee Mayberry",1992,82,18.3,5.2,2.1,4.6,45.6,0.5,1.3,39.1,0.5,0.8,57.4,0.3,1.1,1.4,3.3,0.7,0.1,1,7,1
"524","Alton Lister",1981,80,14.8,4.5,1.9,3.6,51.9,0,0,0,0.8,1.5,52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,16,1
"525","LeBron James",2003,79,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29,4.4,5.8,75.4,1.3,4.2,5.5,5.9,1.6,0.7,3.5,14,1
"526","Ty Lawson",2009,65,20.3,8.3,3.1,6,51.5,0.5,1.3,41,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0,1.3,8,1
"527","Klay Thompson",2011,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2,0.7,0.3,1.6,6,1
"528","Chris Webber",1993,76,32.1,17.5,7.5,13.6,55.2,0,0.2,0,2.5,4.7,53.2,4,5.1,9.1,3.6,1.2,2.2,2.7,15,1
"529","Ricky Pierce",1982,39,6.8,2.2,0.8,2.3,37.5,0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,16,1
"530","Mike Dunleavy",2002,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,15,1
"531","Don MacLean",1992,62,10.9,6.6,2.5,5.8,43.5,0,0.1,50,1.5,1.8,81.1,0.5,1.4,2,0.6,0.2,0.1,0.7,9,1
"532","Mike Gminski",1980,56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,14,1
"533","Travis Knight",1996,71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,7,1
"534","Vernon Maxwell",1988,79,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,13,1
"535","Johnny Dawkins",1986,81,20.8,10.3,4.1,9.4,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,3.6,0.8,0,1.5,9,1
"536","Jeremy Evans",2010,49,9.4,3.6,1.6,2.3,66.1,0,0,0,0.5,0.8,70.3,0.7,1.2,2,0.5,0.3,0.3,0.4,6,1
"537","Darrell Arthur",2008,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,8,1
"538","O.J. Mayo",2008,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,8,1
"539","Danny Granger",2005,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,10,1
"540","Sleepy Floyd",1982,76,16.4,8.1,3,6.9,42.9,0.1,0.3,40,2,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,13,1
"541","Alvin Robertson",1984,79,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,10,1
"542","Jeff Lamp",1981,54,11.4,4.6,1.9,3.6,51,0,0,0,0.9,1.1,82,0.4,0.7,1.2,0.5,0.3,0,0.8,6,1
"543","John Bagley",1982,68,14.6,5.7,2.4,5.5,43.2,0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,11,1
"544","Theo Ratliff",1995,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,16,1
"545","Randy Wittman",1983,78,13.7,4.5,2.1,4.1,50.3,0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0,0.4,9,1
"546","Scott Brooks",1988,82,16.7,5.2,1.9,4.5,42,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0,0.8,10,1
"547","Sean Rooks",1992,72,29,13.5,5.1,10.4,49.3,0,0,0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,12,1
"548","Duane Causwell",1990,76,22.6,6.9,2.8,5.4,50.8,0,0,0,1.4,2.2,63.6,1.9,3.3,5.1,0.9,0.6,1.9,1.3,11,1
"549","Anthony Parker",1997,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,9,1
"550","Desmond Mason",2000,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,10,1
"551","Darius Miles",2000,81,26.3,9.4,3.9,7.8,50.5,0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,7,1
"552","Daniel Gibson",2006,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,7,1
"553","Sherman Douglas",1989,81,30.5,14.3,5.7,11.6,49.4,0.1,0.4,16.1,2.8,4,68.7,0.9,1.7,2.5,7.6,1.8,0.1,3,12,1
"554","Larry Robinson",1990,36,11.8,3.9,1.7,4.2,41.3,0,0,0,0.4,0.8,55.6,0.8,0.6,1.4,1,0.4,0,0.8,7,1
"555","Derrick Coleman",1990,74,35.2,18.4,6.9,14.9,46.7,0.2,0.5,34.2,4.4,6,73.1,3.6,6.6,10.3,2.2,1,1.3,2.9,15,1
"556","Chucky Atkins",1999,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,11,1
"557","Ervin Johnson",1993,45,6.2,2.6,1,2.4,41.5,0,0,0,0.6,1,63,1.1,1.6,2.6,0.2,0.2,0.5,0.5,13,1
"558","Darvin Ham",1996,36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,8,1
"559","Robert Horry",1992,79,29.5,10.1,4.1,8.6,47.4,0.2,0.6,25.5,1.8,2.5,71.5,1.4,3.5,5,2.4,1,1.1,2,16,1
"560","George Lynch",1993,71,24.8,9.6,4.1,8.1,50.8,0,0.1,0,1.4,2.3,59.6,3.1,2.7,5.8,1.4,1.4,0.4,1.2,12,1
"561","Tony Brown",1984,82,19.3,6.6,2.6,5.7,46,0,0.1,0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,7,1
"562","Spencer Hawes",2007,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,10,1
"563","Tyson Chandler",2001,71,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,16,1
"564","Kevin Willis",1984,82,21.8,9.3,3.9,8.4,46.7,0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,21,1
"565","Kenny Gattison",1986,77,14.3,5.2,1.9,4,47.6,0,0,0,1.4,2.2,63.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,9,1
"566","Zach Randolph",2001,41,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,16,1
"567","Adrian Caldwell",1989,51,6.5,1.9,0.8,1.5,55.3,0,0,0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,6,1
"568","Shawn Kemp",1989,81,13.8,6.5,2.5,5.2,47.9,0,0.1,16.7,1.4,2,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,14,1
"569","Dana Barros",1989,81,20.1,9.7,3.7,9.1,40.5,1.2,2.9,39.9,1.1,1.4,80.9,0.4,1.2,1.6,2.5,0.7,0,1.5,14,1
"570","Austin Daye",2009,69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2,2.5,0.5,0.4,0.4,0.7,6,1
"571","David West",2003,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,14,1
"572","Dee Brown",1990,82,23.7,8.7,3.5,7.5,46.4,0.1,0.4,20.6,1.7,1.9,87.3,0.5,1.7,2.2,4.2,1,0.2,1.7,12,1
"573","Jim Les",1988,82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,7,1
"574","Randy Brown",1991,56,9.6,3.4,1.4,3,45.6,0,0.1,0,0.7,1,65.5,0.5,0.8,1.2,1.1,0.6,0.2,0.8,12,1
"575","Butch Carter",1980,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30,1.3,1.8,73.7,0.6,0.6,1.2,1,0.4,0,0.9,6,1
"576","Chris Mills",1993,79,25.6,9.4,3.6,8.6,41.9,0.5,1.5,31.1,1.7,2.2,77.8,1.7,3.4,5.1,1.6,0.7,0.6,1.1,10,1
"577","Sean Higgins",1990,50,9.3,4.5,1.9,4.2,45.8,0.1,0.4,15.8,0.6,0.7,84.8,0.4,0.9,1.3,0.7,0.2,0,1,6,1
"578","Wesley Matthews",2009,82,24.7,9.4,3.3,6.9,48.3,0.8,2,38.2,2,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,8,1
"579","Jason Kapono",2003,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,9,1
"580","Brandon Rush",2008,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,9,1
"581","Brad Daugherty",1986,80,33.7,15.7,6.1,11.3,53.8,0,0,0,3.5,5,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,8,1
"582","Nate Robinson",2005,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,11,1
"583","Renaldo Balkman",2006,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,6,1
"584","Terrell Brandon",1991,82,19.6,7.4,3.1,7.3,41.9,0,0.3,4.3,1.2,1.5,80.6,0.6,1.4,2,3.9,1,0.3,1.7,11,1
"585","Carlos Rogers",1994,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,8,1
"586","Sam Mack",1992,40,6.7,3.6,1.2,3,39.8,0.1,0.6,13.6,1.1,1.5,77.6,0.5,0.8,1.2,0.4,0.3,0.1,0.6,7,1
"587","Trent Tucker",1982,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1,1.8,2.8,2.5,0.7,0.1,0.9,11,1
"588","Shawn Marion",1999,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,16,1
"589","DeMarcus Cousins",2010,81,28.5,14.1,5.3,12.4,43,0,0.2,16.7,3.4,5,68.7,2.7,6,8.6,2.5,1.1,0.8,3.3,7,1
"590","Harvey Grant",1988,71,16.8,5.6,2.5,5.5,46.4,0,0,0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,11,1
"591","DerMarr Johnson",2000,78,16.8,5.1,1.9,5,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,7,1
"592","Cuttino Mobley",1998,49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,11,1
"593","Marquis Daniels",2003,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,10,1
"594","Matt Barnes",2003,38,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4,1.3,0.7,0.1,1.2,14,1
"595","Kirk Hinrich",2003,76,35.6,12,4.2,10.8,38.6,1.9,4.9,39,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,13,1
"596","Craig Hodges",1982,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,10,1
"597","Nick Young",2007,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,10,1
"598","Jud Buechler",1990,74,11.6,3.1,1.3,3.1,41.6,0,0.1,25,0.6,0.9,65.2,0.8,1.1,1.9,0.7,0.5,0.2,0.3,12,1
"599","Ed Pinckney",1985,80,20,8.5,3.2,5.7,55.8,0,0,0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,12,1
"600","Jordan Farmar",2006,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,10,1
